STCOFIPS,fips-int,CountyName,State,totalfertN-kg-1987,totalfertN-kg-1992,totalfertN-kg-1997,totalfertN-kg-2002,totalfertN-kg-2007,totalfertN-kg-2012,totalfertN-kg-2017,totalfertP-kg-1987,totalfertP-kg-1992,totalfertP-kg-1997,totalfertP-kg-2002,totalfertP-kg-2007,totalfertP-kg-2012,totalfertP-kg-2017
53041,53041,Lewis,WA,1026831,620329,727564,913957,1033693,803866,870686,104728,74909,72650,97301,109764,84337,117861
53043,53043,Lincoln,WA,11926953,9068242,12755999,8651633,8342890,10509643,12570986,1212531,1095372,1268419,907062,879794,1106932,1681899
53045,53045,Mason,WA,70211,100913,116293,175243,139954,70244,122040,7378,12171,11824,19678,15496,7070,20979
53047,53047,Okanogan,WA,2636083,2365094,2917776,1781583,1939831,3197612,4581735,268114,285677,290248,187317,204817,336678,643972
53049,53049,Pacific,WA,298710,195145,178391,167463,316922,143806,196205,30466,23565,17828,17958,33618,15067,28951
53051,53051,Pend Oreille,WA,108925,148717,253809,177894,167000,127994,265457,11106,17962,25272,18827,17701,13442,42337
53053,53053,Pierce,WA,1417023,1295835,756723,1098495,1405642,834284,945593,151125,156018,81921,150622,166105,79756,146056
53055,53055,San Juan,WA,65862,29582,32009,61019,91675,34969,105705,6764,3568,3260,6827,9881,3588,19983
53057,53057,Skagit,WA,5294403,4535718,5496708,3502556,6496407,7189526,6551514,538727,547841,547109,370032,686488,756606,767513
53059,53059,Skamania,WA,34842,39636,44258,29098,19995,19884,34450,3570,4786,4428,3183,2178,2063,4389
53061,53061,Snohomish,WA,1946849,2010033,1271917,1272358,2267143,1718840,2058401,202413,242435,131564,160830,253338,174395,268429
53063,53063,Spokane,WA,7716211,6499173,6149117,5046622,9725958,8629573,9758551,788410,784781,614945,546442,1034466,904937,1230729
53065,53065,Stevens,WA,923721,774682,814040,747702,659876,597061,631863,94052,93566,81091,79101,69954,62727,96874
53067,53067,Thurston,WA,429359,623833,491679,1564877,1627749,1402385,1529533,45282,75227,50680,173428,176592,145364,216853
53069,53069,Wahkiakum,WA,65576,46594,1212,7540,18591,11133,52933,6683,5627,135,857,1993,1158,6743
53071,53071,Walla Walla,WA,9557779,11577209,18692559,8707830,10860366,12058596,15046361,971970,1398416,1858975,914191,1145846,1269811,1796755
53073,53073,Whatcom,WA,3732184,3677489,2879484,2585099,3301258,4034378,3708677,380288,444145,287279,276142,350838,423672,498612
53075,53075,Whitman,WA,20594079,19816031,22092376,15142697,20659035,20812892,19733859,2093815,2393612,2196917,1588167,2178820,2191993,2317017
53077,53077,Yakima,WA,13441490,13119705,17207840,12847908,15758712,15420894,19226052,1367749,1584672,1712240,1352592,1664554,1622942,2690085
54001,54001,Barbour,WV,113007,100157,128712,202090,352001,80381,302341,50839,45709,50375,38028,23289,19317,52148
54003,54003,Berkeley,WV,718284,364476,401245,600318,922470,264912,657340,323442,165494,155454,114674,67773,64394,132393
54005,54005,Boone,WV,10792,10433,11967,9911,17998,5478,10907,4531,4220,4043,2352,2452,1441,2594
54007,54007,Braxton,WV,126865,71527,102819,82477,308494,46888,203760,57154,32643,40251,15644,20333,11283,28764
54009,54009,Brooke,WV,56461,30759,37458,40184,71890,28711,59785,24921,13169,13644,8315,6656,7078,12785
54011,54011,Cabell,WV,145981,292553,140730,139104,275407,79360,134875,63751,130756,51009,29273,26273,19911,29133
54013,54013,Calhoun,WV,28365,37458,49999,43644,124166,17978,94264,12725,17077,19557,8267,8255,4334,12994
54015,54015,Clay,WV,27141,27738,42171,29027,91896,8404,33781,12146,12569,16405,5593,6291,2052,7415
54017,54017,Doddridge,WV,51952,44673,48177,73682,108645,26269,96053,23391,20416,18854,13874,7272,6321,15818
54019,54019,Fayette,WV,94717,58493,110401,153635,232019,65586,104245,42062,25736,42144,29707,17458,15962,19933
54021,54021,Gilmer,WV,61915,40652,47291,68636,120185,50785,81860,27880,18561,18512,12921,8018,12188,11331
54023,54023,Grant,WV,192455,144632,174842,133997,296669,91433,334368,86812,66304,68734,25197,19445,21926,48253
54025,54025,Greenbrier,WV,547469,533446,671447,663876,1532279,331380,781846,246844,244540,264046,124562,99469,79451,114312
54027,54027,Hampshire,WV,434469,399397,429439,480692,700532,187848,381230,196049,183280,168962,90115,45834,45057,61101
54029,54029,Hancock,WV,44388,34421,45005,34933,55521,17730,50432,19202,14426,16143,7654,6421,4533,11479
54031,54031,Hardy,WV,438592,359348,321138,276268,635528,222774,486607,197967,165002,126430,51783,41147,53355,91776
54033,54033,Harrison,WV,95494,184140,180695,154815,483084,93940,254707,41831,82483,68665,30799,35869,23007,39548
54035,54035,Jackson,WV,210485,173180,213815,309664,551849,120080,250732,94730,79031,83598,58401,36840,28896,44821
54037,54037,Jefferson,WV,1209591,933964,1313528,1096965,2093936,680784,1143895,545653,428149,516563,206181,137957,163348,197519
54039,54039,Kanawha,WV,114426,114464,138886,112952,232010,81491,121220,47475,45543,46482,27035,30192,21088,27423
54041,54041,Lewis,WV,71806,124442,103707,82140,254095,59795,193917,32214,56846,40482,15655,17028,14388,24943
54043,54043,Lincoln,WV,140336,81385,58013,74027,91176,20410,38356,63103,36949,22320,14259,6960,4999,6402
54045,54045,Logan,WV,21870,17445,20422,15289,24167,,17746,9176,6920,6836,3687,3720,,5077
54047,54047,McDowell,WV,12828,15159,14962,11274,23388,,13792,5228,6193,5125,2604,2618,,3443
54049,54049,Marion,WV,95851,64407,66897,60667,209126,55501,138444,42186,27756,24185,12943,17662,13728,23302
54051,54051,Marshall,WV,85407,76267,94913,96929,212650,63828,129494,37963,34009,36232,18967,15769,15489,21657
54053,54053,Mason,WV,769449,596094,624753,644039,1247427,493655,838589,347143,273459,245728,120791,81108,118255,140526
54055,54055,Mercer,WV,136653,141785,204126,141999,424555,87857,274978,60525,63215,78215,28193,31520,21485,48253
54057,54057,Mineral,WV,146947,114292,146567,139538,375610,72743,257618,65985,51866,56997,26672,25648,17579,45118
54059,54059,Mingo,WV,,,,11737,25478,,11584,,,,2773,3144,,2520
54061,54061,Monongalia,WV,181100,136771,166364,123908,328510,100001,204359,80379,60262,62340,25710,28590,24823,34736
54063,54063,Monroe,WV,684550,652584,618373,620728,1428505,375223,749713,309008,299752,243607,116127,91791,89828,111671
54065,54065,Morgan,WV,77306,63355,100048,89236,267855,47293,130470,34772,28834,39073,16988,18125,11421,22818
54067,54067,Nicholas,WV,141301,94782,123677,134778,355759,120356,161859,63493,43026,48127,25645,23981,28925,24235
54069,54069,Ohio,WV,75763,72132,87378,70502,156621,52478,139012,32933,31037,32052,14881,14362,12998,32412
54071,54071,Pendleton,WV,305084,253101,352250,214752,569765,186017,458604,137709,116233,138806,40200,36634,44528,61438
54073,54073,Pleasants,WV,25953,37811,36226,23837,57479,21114,57996,11623,17213,14087,4603,4086,5094,11447
54075,54075,Pocahontas,WV,204254,206698,308668,314863,659457,172961,365779,92169,94897,121607,58900,42381,41407,55553
54077,54077,Preston,WV,598115,520971,646768,358349,1390383,407881,810961,269749,238869,254371,67472,90470,97764,117886
54079,54079,Putnam,WV,210239,162282,228316,162031,431509,104591,159274,94296,73302,88293,31669,31541,25453,27774
54081,54081,Raleigh,WV,144148,107460,176304,164801,335098,104585,201973,63765,47191,66794,32826,26789,25587,36206
54083,54083,Randolph,WV,167231,157874,215203,210786,574268,94101,162678,75233,72066,84273,39821,37933,22645,27105
54085,54085,Ritchie,WV,95161,117840,88699,130256,204386,52617,181702,42870,53998,34781,24481,13485,12631,24315
54087,54087,Roane,WV,112474,102915,122411,81338,283008,52388,220354,50624,47026,47941,15448,18756,12601,31462
54089,54089,Summers,WV,111659,111069,234771,223180,549063,114836,193801,50253,50779,92293,41925,35714,27541,37692
54091,54091,Taylor,WV,84440,66777,77582,105333,310748,68140,181363,37907,30305,30115,20043,20885,16414,25760
54093,54093,Tucker,WV,50211,52931,85446,65806,164097,38841,70623,22603,24208,33559,12390,10744,9319,12023
54095,54095,Tyler,WV,100793,70287,36693,43619,130602,50276,95278,45399,32115,14238,8311,8781,12071,14415
54097,54097,Upshur,WV,134068,66676,142836,161607,319210,85867,169247,60234,30112,55677,30672,21732,20688,34045
54099,54099,Wayne,WV,64976,68165,90559,78038,158553,35301,90222,28741,30276,34429,15537,12708,8705,18029
54101,54101,Webster,WV,15454,34374,15437,15944,46327,2506,14395,6876,15633,5896,3115,3303,634,2682
54103,54103,Wetzel,WV,36293,25403,32831,28479,62096,16911,42855,16139,11260,12482,5649,4816,4131,9407
54105,54105,Wirt,WV,97614,109915,58866,123707,159694,17416,107499,44030,50436,23101,23191,10439,4192,14098
54107,54107,Wood,WV,223068,155827,157942,181249,426968,83691,172265,99022,68620,58659,36564,34350,20759,33703
54109,54109,Wyoming,WV,13922,15479,15583,15921,21431,5868,13046,5880,6470,5438,3455,2602,1526,2747
55001,55001,Adams,WI,2890730,4028008,4623903,3633270,4036153,6142476,6335034,663364,849659,1063284,565131,507815,686110,1178416
55003,55003,Ashland,WI,152817,60539,139893,169303,247216,174160,346202,34338,13164,31987,25959,30883,19416,53073
55005,55005,Barron,WI,4985298,4255648,3709226,3774090,5298689,6642826,7416343,1142796,898622,852444,586097,666183,741905,1069850
55007,55007,Bayfield,WI,191772,220444,157245,169081,254460,174574,292523,43509,46770,36024,26012,31837,19469,50320
55009,55009,Brown,WI,4088304,3910081,3759797,3198023,3905144,3723021,4966399,917095,837217,858211,482890,481578,414165,716460
55011,55011,Buffalo,WI,3099792,2440226,3363552,2599429,3797282,4585905,5837982,711479,514817,773467,404395,477906,512254,821052
55013,55013,Burnett,WI,738618,490273,784404,687646,884702,1245988,1142013,169108,103684,180246,106670,111142,139150,180222
55015,55015,Calumet,WI,2490451,2557345,2439075,1947635,2932824,3308757,4276402,569636,540615,560246,301446,367967,369392,675718
55017,55017,Chippewa,WI,4629271,3820816,4523407,3708650,5045733,6671464,7533582,1060130,807384,1039534,575512,633951,745033,1059838
55019,55019,Clark,WI,5542912,4755172,5324203,4452196,6388046,7422343,9040059,1271736,1003436,1224156,692280,803721,829044,1279819
55021,55021,Columbia,WI,5775949,5791890,6381236,6456946,8110088,9948404,9225799,1323968,1222780,1466858,1003416,1019832,1111111,1330179
55023,55023,Crawford,WI,1520724,1318043,1464869,1516462,1932807,2374478,2860650,348498,278344,336699,235636,243060,265204,451397
55025,55025,Dane,WI,11797713,11322808,12083808,9313506,13813167,14961805,17129953,2671822,2410127,2767618,1423021,1720602,1668084,2422258
55027,55027,Dodge,WI,7680083,7676076,7481914,5893417,9261428,11373442,11748919,1758749,1621509,1719290,914078,1163799,1270144,1854041
55029,55029,Door,WI,1751588,1513971,1585601,1524151,2124260,2195775,2380699,400665,320100,364247,236321,266849,245188,399301
55031,55031,Douglas,WI,216022,90511,167707,139962,173956,106182,116893,47256,20361,37977,20495,21075,11727,18502
55033,55033,Dunn,WI,4981771,4759908,5170794,4093700,6073494,8362076,9821547,1142386,1004719,1188708,636055,763810,933968,1424660
55035,55035,Eau Claire,WI,2316200,2661334,2036118,1871871,2865708,3607844,2934256,524890,565133,466342,287046,357942,402536,463583
55037,55037,Florence,WI,126329,104120,94180,64767,92043,31130,62950,28851,22056,21611,9977,11528,3468,10479
55039,55039,Fond du Lac,WI,6503097,6339520,6193371,5756188,7491850,8934301,8577186,1486530,1340670,1422507,891886,940439,997569,1264134
55041,55041,Forest,WI,146064,111172,117037,90232,94969,65585,180550,33212,23622,26826,13847,11833,7308,33385
55043,55043,Grant,WI,7955405,7427306,7620260,7010858,9971357,11810354,14105630,1824627,1567495,1751950,1090050,1254497,1319156,2074041
55045,55045,Green,WI,5053726,4659086,5747082,5988716,7465249,8265958,8603269,1159080,983356,1321316,931269,939148,923247,1454261
55047,55047,Green Lake,WI,2995862,2696800,2334292,2592359,3539751,4551236,4239179,687077,569207,536597,402994,445292,508349,676955
55049,55049,Iowa,WI,4895810,3887439,4731489,3609022,5059741,5990811,7805098,1123713,820166,1087967,561276,636652,669158,1204147
55051,55051,Iron,WI,81939,51896,52863,46390,41104,85285,105976,18597,11069,12095,7089,5100,9516,18179
55053,55053,Jackson,WI,2110360,2252627,2438577,2214401,3203253,4259398,4130782,484085,475339,560668,344303,403003,475760,608474
55055,55055,Jefferson,WI,4457338,3925780,5185957,4502137,5924570,6736012,6378209,1018505,830735,1191272,697532,743568,752071,989727
55057,55057,Juneau,WI,2681566,2817413,2518707,2660830,3653321,4367546,4108841,614936,594630,578989,413573,459495,487814,571930
55059,55059,Kenosha,WI,2503938,2131905,2253554,2416768,2979659,2953200,2583254,560002,458587,513721,365600,367833,328666,378104
55061,55061,Kewaunee,WI,2791917,2249887,2431973,2282722,3332728,3416289,4211751,640112,475016,559039,354706,419166,381555,660000
55063,55063,La Crosse,WI,1776191,1658884,1779821,1575948,2219005,3098605,2656643,398530,355046,406783,239613,275585,345491,402253
55065,55065,Lafayette,WI,6064426,5481131,6110433,5742457,7793352,8958635,10909764,1392398,1156026,1405213,893685,980997,1000715,1748370
55067,55067,Langlade,WI,2134761,2461853,2169890,2224379,2965798,3037758,3352761,489462,519567,498825,345789,373089,339293,513649
55069,55069,Lincoln,WI,676834,475547,439741,457220,623687,541075,864161,153992,101087,100740,70302,77978,60357,131442
55071,55071,Manitowoc,WI,4844781,4028875,3938222,3050790,4171526,5108110,5209255,1105935,853192,904046,471258,522868,570245,816209
55073,55073,Marathon,WI,6763390,6467570,6480316,4951868,7488474,7544618,10114258,1545683,1368150,1488268,766094,939595,842253,1408875
55075,55075,Marinette,WI,1953149,1667250,1597409,1412425,1945137,2474711,2550197,446460,352706,366828,218660,244145,276326,412231
55077,55077,Marquette,WI,1835013,1539636,1821372,1885579,2171405,3409401,2963796,420935,324974,418711,293162,273118,380815,432546
55079,55079,Milwaukee,WI,1506647,1305739,1428505,1391832,1494553,1567704,1356911,261074,319879,308126,172836,160277,170610,157683
55081,55081,Monroe,WI,3290783,3048863,2939156,2963852,4448929,4553956,5096263,753848,644020,675413,460121,559252,508563,718394
55083,55083,Oconto,WI,3565278,2577158,3347431,2623695,3887730,4139804,4129114,817450,544255,769449,407411,488776,462335,594336
55085,55085,Oneida,WI,521556,334378,561849,393823,518957,410289,193143,118173,71443,128745,60252,64672,45727,38310
55087,55087,Outagamie,WI,6246220,5607074,5551164,4711474,6735630,7199751,7141760,1421350,1189906,1272866,724426,841931,803237,1028126
55089,55089,Ozaukee,WI,1717985,1627560,1121080,1227094,1485130,1380322,1427505,386981,347708,255588,185964,183662,153645,217178
55091,55091,Pepin,WI,1213845,1430486,1185238,1092650,1606357,1971511,2907718,278485,301791,272515,169920,202122,220214,460165
55093,55093,Pierce,WI,2911807,3304534,3634540,2989466,4456256,5814371,6606018,666761,697888,835369,464114,560155,649363,1047290
55095,55095,Polk,WI,2788026,2249862,3071935,3127057,4096335,5489657,5554089,638513,475468,705972,485508,514853,613098,804727
55097,55097,Portage,WI,5981514,6695862,7488844,7518644,9601895,13544603,12736300,1369837,1414158,1721261,1168046,1207275,1512770,2023576
55099,55099,Price,WI,490107,316735,430930,353620,483929,425708,345228,111919,67131,98950,54720,60732,47525,53955
55101,55101,Racine,WI,3272294,2990309,3419087,2599322,3838743,4000837,4287108,729495,643038,780365,391438,474666,445521,711019
55103,55103,Richland,WI,2459841,1923206,1847546,1785893,2385051,2894194,3355513,564174,405989,424704,277550,299967,323255,538782
55105,55105,Rock,WI,8162543,7851524,8912117,7075429,10705928,11739520,13446910,1862084,1662741,2046198,1093663,1342657,1310542,2182274
55107,55107,Rusk,WI,960475,816927,869860,738195,1141036,1489652,1410123,219951,172605,199897,114573,143444,166373,240263
55109,55109,St. Croix,WI,4344145,3845829,4413934,3390775,5154362,7221764,7614806,994697,812817,1014163,525185,646772,806357,1083376
55111,55111,Sauk,WI,4868458,4135157,4268260,3536697,5072480,7531999,6523790,1115468,873555,980818,548630,637251,841150,937397
55113,55113,Sawyer,WI,383548,326861,342267,302117,483375,484331,687696,87553,69236,78560,46676,60628,54066,118487
55115,55115,Shawano,WI,4349327,3805604,3434955,3493915,4653500,5358267,6563523,996987,803549,789460,542684,585063,598427,963848
55117,55117,Sheboygan,WI,3642369,4004806,3401269,2969956,4141519,4929544,4996660,826802,849867,779580,456486,517598,550050,766709
55119,55119,Taylor,WI,1810982,1774944,1798248,1394184,2085333,2862981,2635865,415145,374704,413371,216578,262234,319767,403097
55121,55121,Trempealeau,WI,3874567,3513762,4208081,3205584,4743945,6481462,7332184,888697,741590,967498,498292,596765,723945,1078568
55123,55123,Vernon,WI,3095560,2590710,2124759,2370913,3563138,4718264,4677712,709705,546986,488316,368308,448078,526978,696355
55125,55125,Vilas,WI,139298,132629,169460,146101,177082,181131,157517,31192,28428,38732,22178,21929,20177,22287
55127,55127,Walworth,WI,5083267,4492992,4927032,3778951,5333944,6517023,6122463,1161571,950928,1131273,583785,668434,727487,976108
55129,55129,Washburn,WI,701612,618445,660132,685155,868214,1162907,892055,160560,130735,151656,106266,109063,129866,131686
