STCOFIPS,fips-int,CountyName,State,totalfertN-kg-1987,totalfertN-kg-1992,totalfertN-kg-1997,totalfertN-kg-2002,totalfertN-kg-2007,totalfertN-kg-2012,totalfertN-kg-2017,totalfertP-kg-1987,totalfertP-kg-1992,totalfertP-kg-1997,totalfertP-kg-2002,totalfertP-kg-2007,totalfertP-kg-2012,totalfertP-kg-2017
17001,17001,Adams,IL,9492565,10530141,11545571,10165717,10274848,11144710,15342414,1827078,1880413,2242143,2120445,1461052,1593140,2402051
17003,17003,Alexander,IL,1095062,1541051,1444393,1064213,927462,1403219,1286368,211056,275090,280363,222059,131897,200459,208215
17005,17005,Bond,IL,4940655,6162436,4661845,4323406,8016783,6543100,6236705,947739,1097994,903164,899464,1139115,934095,1094393
17007,17007,Boone,IL,4405090,4326069,4112007,4755167,4850909,5701311,4199291,848097,773430,802115,995913,690677,816867,675213
17009,17009,Brown,IL,2335651,2198666,2391139,2595228,3030562,2935428,3660953,447691,391721,462767,539154,430589,418960,617574
17011,17011,Bureau,IL,15804468,17599780,20409902,17922933,22724426,21448070,20056856,3030165,3135278,3948308,3722813,3228590,3060835,3382953
17013,17013,Calhoun,IL,1190829,1787016,1493633,1422974,1748642,2191395,2320829,228496,318383,289137,295726,248466,312750,381521
17015,17015,Carroll,IL,8388763,7852265,9757772,8929199,10098470,11422422,11081958,1608005,1398826,1887535,1854462,1434734,1629910,1700743
17017,17017,Cass,IL,5859387,6989846,4397203,6936776,5976303,6467549,7311778,1123336,1245088,851372,1440783,849163,923082,1251510
17019,17019,Champaign,IL,16836022,22211828,21063755,19605951,22179714,29132640,23539213,3255685,3974620,4107148,4107971,3156580,4169445,3968273
17021,17021,Christian,IL,12429251,15825497,14731868,14546013,16687271,16638348,16858680,2384014,2819599,2851501,3022628,2371073,2374871,2848667
17023,17023,Clark,IL,7069227,8244229,9100995,6928632,7470188,8522224,8731327,1355182,1468512,1760556,1439514,1061412,1216266,1501439
17025,17025,Clay,IL,5610595,6512915,6718530,7904626,6234860,8741522,8592805,1075771,1160232,1299925,1641563,885882,1247437,1491057
17027,17027,Clinton,IL,7773574,8084917,9653042,7255116,9717958,10216911,9298236,1492949,1442063,1870723,1510976,1381250,1459297,1528235
17029,17029,Coles,IL,7130642,10895858,8578699,6856300,9418965,10501518,8518464,1373408,1944621,1667148,1431995,1339288,1500969,1485782
17031,17031,Cook,IL,3666957,4427195,6755858,2938945,6901897,4060098,4091195,1355886,1200888,2042714,1379451,1083986,807684,729172
17033,17033,Crawford,IL,5462664,7929486,7523797,7043051,7198789,8117782,7436637,1048358,1412972,1456625,1463927,1022952,1158785,1282225
17035,17035,Cumberland,IL,5388024,5697981,7033364,4702905,4993920,5624739,5903368,1032712,1014934,1360340,977012,709564,802755,987583
17037,17037,De Kalb,IL,12524293,14905132,14042544,11416228,16640573,19757014,16300892,2410165,2661556,2729740,2387410,2366743,2824907,2587793
17039,17039,De Witt,IL,5749929,8028531,7427524,7213368,7805185,8382745,7879986,1102832,1430257,1437369,1498666,1109019,1196427,1321467
17041,17041,Douglas,IL,8158883,9073622,8883062,6729227,9676764,9893132,9769151,1564467,1616540,1719145,1398840,1374952,1412057,1658818
17043,17043,Du Page,IL,1714675,1748463,2688177,1037655,2746936,1526106,1472945,558673,456701,779230,486508,426612,298032,269400
17045,17045,Edgar,IL,10410207,11018028,12823409,11374861,13269623,13429075,12257644,1995297,1962448,2480167,2362087,1885232,1916248,2159547
17047,17047,Edwards,IL,3231402,2815805,3382424,2528284,3411644,3493767,3458006,619554,501709,654415,525343,484729,498616,573396
17049,17049,Effingham,IL,7128240,8959718,8042727,6115514,7566965,9955773,9624491,1369041,1597567,1559348,1274357,1075633,1421830,1696960
17051,17051,Fayette,IL,7150237,9224689,9306032,9041125,8861813,9749291,11361772,1371237,1643309,1800755,1878232,1259170,1391511,1860007
17053,17053,Ford,IL,7385827,8622222,11176718,8648690,9022022,11856390,10629603,1415602,1535617,2161221,1795857,1281791,1691755,1757940
17055,17055,Franklin,IL,3792078,4141879,5021302,4140687,5125721,6546186,4584866,732600,741088,977061,865942,729052,935882,817395
17057,17057,Fulton,IL,8963781,10972666,10526802,10604879,11856394,11417146,12371470,1720797,1955983,2039264,2205232,1684877,1630123,2118688
17059,17059,Gallatin,IL,6184286,7335687,6934254,4780314,7044766,7138690,7194924,1184693,1306084,1340489,992305,1000771,1018454,1144092
17061,17061,Greene,IL,6653751,8522209,10147625,7212783,8181898,10074482,9964843,1275527,1517872,1962453,1498017,1162441,1437541,1735871
17063,17063,Grundy,IL,6598545,7757801,6609999,6320726,7860316,8283287,8939571,1267768,1383929,1283267,1318111,1117777,1184457,1495538
17065,17065,Hamilton,IL,5898249,6018562,5278713,5615594,6125481,6517055,6328283,1130062,1071748,1020855,1165825,870230,929889,1008319
17067,17067,Hancock,IL,10309984,10532044,11378771,11129808,12304112,12260105,16353253,1976161,1876008,2200929,2311100,1748068,1749482,2743435
17069,17069,Hardin,IL,141416,201109,256715,362902,324529,219296,380263,27661,36151,50193,75864,46172,31433,67660
17071,17071,Henderson,IL,5709323,6396553,7012191,5822344,5699036,7118585,7474278,1093854,1139018,1355763,1208700,809642,1015643,1188998
17073,17073,Henry,IL,15087931,16353443,14975005,14808659,18102611,19596063,19147809,2895817,2915128,2901168,3079893,2572500,2797613,3211801
17075,17075,Iroquois,IL,20031435,22428967,25984374,22693555,26717338,30352981,24821888,3838357,3994206,5024310,4711334,3795610,4330698,4147147
17077,17077,Jackson,IL,3472885,3472411,2818586,3313818,5544207,5035614,4915653,674602,624181,555414,698238,789019,721607,886507
17079,17079,Jasper,IL,7321004,7099653,8472453,6807592,7436801,8481486,8798010,1402679,1264311,1638128,1413284,1056520,1210142,1459159
17081,17081,Jefferson,IL,4675864,5367536,6426963,3666190,5813704,5896765,7135859,900384,958613,1248057,767163,826692,843019,1137871
17083,17083,Jersey,IL,5357447,5181111,5105654,4441446,6623232,6421458,7089016,1028365,923931,989697,924781,941298,917051,1209892
17085,17085,Jo Daviess,IL,5453452,6668339,5789936,4817037,7195168,7853238,8403996,1046638,1188491,1121597,1002290,1022469,1121123,1365559
17087,17087,Johnson,IL,1308748,1620603,1186949,761195,1059177,1241538,1397060,251822,289280,230994,159650,150689,177617,240326
17089,17089,Kane,IL,8409575,8259021,9805706,6923345,10356673,8316963,8057914,1689628,1527830,2016051,1591903,1495485,1243884,1376821
17091,17091,Kankakee,IL,12502801,11618827,14642182,13197724,15118596,18665587,14049276,2410374,2079105,2849813,2760065,2150777,2669770,2404387
17093,17093,Kendall,IL,5856670,5363428,6352354,5723109,6680103,5687433,6641098,1127509,959027,1237293,1201148,952443,820901,1122312
17095,17095,Knox,IL,10122100,11175723,10626312,9519224,11791924,12227951,16750025,1946224,1994387,2062400,1984004,1676206,1746844,2769064
17097,17097,Lake,IL,2611023,2594094,3943973,2059456,3318768,2427165,2162598,653369,574771,996613,705731,510280,433417,377023
17099,17099,La Salle,IL,19211191,21728541,19292707,20429602,26256178,26175692,21767265,3694483,3878032,3747150,4258381,3732434,3739971,3841748
17101,17101,Lawrence,IL,4755388,5737423,6115639,5868609,6686982,6208206,9154665,912495,1022426,1183788,1219678,950195,886271,1565954
17103,17103,Lee,IL,12237142,15392797,15070463,13635075,17976378,19792845,19576232,2347059,2742527,2917009,2833727,2554212,2824850,3084857
17105,17105,Livingston,IL,17620689,17856643,21057045,17813145,22511613,25133298,22474250,3378066,3181216,4073751,3700515,3198419,3586654,3891579
17107,17107,Logan,IL,12350981,12600012,14209307,12455193,12479394,14255677,15291030,2368500,2245150,2749889,2588286,1773270,2034796,2658158
17109,17109,McDonough,IL,7756154,8408168,9235035,8007113,9348625,10614742,11413548,1489610,1499522,1789326,1666087,1328630,1515614,1907125
17111,17111,McHenry,IL,8339323,8011673,9448338,7398537,8670048,10376403,7254545,1631860,1454710,1890933,1616505,1243927,1507775,1229994
17113,17113,McLean,IL,22114275,25569637,26480746,20078172,25293837,29308756,24731081,4253635,4564996,5143673,4196394,3597465,4191311,4040996
17115,17115,Macon,IL,10477255,11905769,12376766,10608966,12385045,15693851,11259551,2029512,2133679,2416651,2226036,1762607,2245957,2008224
17117,17117,Macoupin,IL,10315879,12652902,12702812,10913090,13999284,17525828,16375040,1981416,2256062,2461655,2271411,1989558,2502097,2611385
17119,17119,Madison,IL,8007612,10946569,9135576,9314609,11440432,11739810,11768459,1589433,1984943,1832225,2003253,1634912,1696357,1936717
17121,17121,Marion,IL,5642152,6092054,5345166,4333403,7734370,6743702,7034747,1086361,1088084,1039572,905781,1099533,963847,1161449
17123,17123,Marshall,IL,6326255,6900789,8461806,6192156,7938254,8439362,8108093,1212609,1229175,1636572,1286194,1127829,1204288,1317476
17125,17125,Mason,IL,8953074,13099349,11590288,9435546,11350141,14336910,14296382,1715853,2332656,2241368,1959287,1612500,2045574,2377238
17127,17127,Massac,IL,1993038,2602390,2715207,2011412,2075863,2447531,2671929,383584,464479,526998,419682,295207,349854,499500
17129,17129,Menard,IL,4918571,5821483,5305251,5100610,5695359,5969937,6401149,942970,1036987,1026675,1059809,809248,852101,993299
17131,17131,Mercer,IL,9212131,9450209,10691802,9812896,9823898,10227581,10642666,1765626,1683218,2067880,2037729,1395735,1459500,1752913
17133,17133,Monroe,IL,4242535,4265687,5071889,4000998,5254450,5640690,5589615,815019,761242,984003,834907,747130,806349,889141
17135,17135,Montgomery,IL,9948817,11935581,12754373,9819754,12458693,16021553,17372345,1908554,2126782,2468605,2041365,1770299,2286609,2831602
17137,17137,Morgan,IL,9125857,9739783,9613277,8087037,10444668,12176166,10782954,1752207,1736762,1863135,1683392,1484409,1738521,1758811
17139,17139,Moultrie,IL,5252053,7409573,6418411,4619674,6569203,8244104,8700966,1007204,1319882,1242049,960326,933415,1176600,1392296
17141,17141,Ogle,IL,14210657,13034443,15105503,11832612,14900646,17160370,16477640,2726695,2324078,2926413,2463169,2117789,2450409,2718599
17143,17143,Peoria,IL,7207489,7763192,7671516,7780249,9469017,9484389,9348866,1419023,1407164,1527608,1660664,1351394,1367213,1563373
17145,17145,Perry,IL,3836845,3426607,3647047,3885089,5617360,5304970,5936334,737347,611600,707704,809364,798386,757699,1024427
17147,17147,Piatt,IL,8070828,8759803,8727574,9130742,9658379,11275764,10725244,1546969,1560284,1688419,1896270,1372249,1609080,1762417
17149,17149,Pike,IL,8541851,10127413,12121915,9348223,11100676,13009831,14204629,1637074,1803637,2344037,1941108,1577068,1856301,2371556
17151,17151,Pope,IL,555678,816057,486226,468404,599592,878694,647469,106757,145474,94356,97582,85229,125462,114323
17153,17153,Pulaski,IL,1316925,1549661,2053582,1603746,2590795,2918879,3135596,253064,276375,397737,333636,368125,416585,571007
17155,17155,Putnam,IL,2124544,2982773,2579126,4003951,2484193,6177990,4018461,407394,531313,499088,831390,352980,881478,667039
17157,17157,Randolph,IL,4996807,5934389,5617162,4526602,6204011,7234120,6784404,961362,1059146,1090378,944182,881965,1033415,1110933
17159,17159,Richland,IL,5197359,5099554,6446107,4955441,5933585,6082136,6089981,997148,908967,1247783,1030272,843161,868271,978759
17161,17161,Rock Island,IL,5306411,5514583,5675268,4527736,6377548,5958161,6086815,1050758,1003101,1134882,978668,911196,861506,959810
17163,17163,St. Clair,IL,6508293,7968714,9664647,7248307,11477183,9197224,8338613,1309690,1457615,1937095,1575136,1640286,1334406,1358352
17165,17165,Saline,IL,4080961,4743310,4880966,3430216,4055943,4198791,4746704,785287,846639,947357,715907,576692,600133,830515
17167,17167,Sangamon,IL,14441005,15885327,18886369,15066136,21971632,22384026,21536346,2799038,2850395,3691692,3170337,3127154,3206989,3592408
17169,17169,Schuyler,IL,4008520,3038450,3741466,4172710,4647316,4564681,6093711,768123,541243,723668,866319,660245,651358,954543
17171,17171,Scott,IL,3441712,4193128,3541189,2631441,3886447,5157908,5575002,659485,746684,684822,546496,552140,735919,915441
17173,17173,Shelby,IL,9887372,12727281,12151416,11131410,11903088,14392368,12450949,1895381,2266852,2350641,2311949,1691175,2053805,2219147
17175,17175,Stark,IL,5004590,5496894,5894880,5532007,6031426,8151956,7873674,958804,978790,1139680,1148272,856839,1163018,1234838
17177,17177,Stephenson,IL,8735104,9143109,10562947,9862998,12492190,16028616,12191607,1679624,1631992,2049319,2054468,1775607,2288812,2021990
17179,17179,Tazewell,IL,11448986,13004686,11954177,12040974,13760191,15495723,13358650,2215106,2329828,2337566,2526890,1958703,2219683,2354125
17181,17181,Union,IL,990996,1569487,2682036,2783475,2001522,1858786,2668543,191957,280735,520739,580012,284660,265892,489044
17183,17183,Vermilion,IL,13867797,17171544,17512598,14133407,16343707,18132642,18310319,2669350,3065045,3398577,2946839,2323567,2590796,3101986
17185,17185,Wabash,IL,3428903,3327999,4794298,3628564,4427450,3750251,4434114,658274,593452,928275,754666,629157,535475,783963
17187,17187,Warren,IL,9382017,10894049,8994254,8710547,9439193,13533497,13448498,1798471,1940417,1740252,1809342,1341122,1931149,1940055
17189,17189,Washington,IL,8564010,9879487,9827082,8433760,13758205,12593625,13739585,1641155,1759417,1900537,1751355,1954552,1796921,2289732
17191,17191,Wayne,IL,7950366,8787233,8717612,6951030,8990119,10534148,10930324,1523917,1565125,1686327,1443936,1277289,1503205,1808418
17193,17193,White,IL,7025785,8655388,8450696,7000109,10979796,9865543,9299167,1347065,1541700,1634720,1454034,1559896,1407799,1624072
17195,17195,Whiteside,IL,13053504,13609885,15166907,10979269,15868039,20329014,17549140,2508320,2428215,2940830,2288204,2255396,2902799,2704224
17197,17197,Will,IL,11183282,11579461,11023319,8789590,10193166,11627035,8638557,2222337,2119817,2262588,2005091,1478725,1728975,1350351
17199,17199,Williamson,IL,1629280,1209908,1329319,2072850,2007187,2147154,2075362,322018,221714,268858,442772,286945,310435,345312
17201,17201,Winnebago,IL,5725838,5907765,6187775,5798889,7541958,6906249,6389441,1159381,1093926,1275881,1290462,1083692,1012212,1024720
17203,17203,Woodford,IL,7551453,8891327,10309767,8787215,9576795,12350063,10664792,1450098,1585438,1997384,1828646,1361202,1763590,1793131
18001,18001,Adams,IN,5896907,6725761,5323963,5779416,6559499,7343030,6349470,1383628,1253378,945020,1055817,1039833,1104776,1098858
18003,18003,Allen,IN,7971956,8882018,6741362,6803267,9204644,10909415,9010278,1912844,1683911,1200589,1266989,1468786,1651002,1522107
18005,18005,Bartholomew,IN,5273754,6628662,5661211,4606017,6188358,7556014,5996872,1241915,1238175,1005274,844209,982062,1137893,1027305
18007,18007,Benton,IN,7074426,9170249,8006228,7825740,10766255,13212809,10692279,1656974,1706616,1420771,1427793,1705789,1986906,1840541
18009,18009,Blackford,IN,2439012,2895225,2110457,2344403,2972344,3356327,3188033,572428,539547,374617,428265,471127,504893,561326
18011,18011,Boone,IN,7283190,7762938,7259070,7021281,8393777,9136568,9396433,1708827,1446867,1288499,1283140,1330871,1375010,1659265
18013,18013,Brown,IN,198626,178697,161052,147554,152691,179088,151291,47520,33979,28676,27491,24415,27142,26950
18015,18015,Carroll,IN,7939836,9487299,8709742,6934266,8266225,9616135,9491355,1860477,1766222,1545697,1265694,1309914,1446270,1562047
18017,18017,Cass,IN,7130537,8172820,6623602,6310227,7933473,8770124,7939726,1673373,1523093,1175703,1152968,1257591,1319426,1305991
18019,18019,Clark,IN,2310032,2441703,2289554,1484616,2104326,2156332,2704611,552022,461763,407317,276979,336011,326979,465292
18021,18021,Clay,IN,4426503,5770000,4600468,3703572,5969361,6724593,6423712,1038589,1075009,816561,676716,946171,1011608,1186049
18023,18023,Clinton,IN,7361464,9095610,8022402,8992807,10994029,11457314,9849346,1726377,1694238,1423857,1641916,1742343,1723380,1726355
18025,18025,Crawford,IN,553085,442341,350137,142215,279506,346509,342407,130203,82760,62195,26322,44428,52241,60677
18027,18027,Daviess,IN,7940709,9758906,7562735,7351299,8953567,11103254,9836422,1861598,1817321,1342240,1342223,1419009,1670109,1867733
18029,18029,Dearborn,IN,1075542,1044678,741284,569966,1077935,901915,712565,255692,197215,131959,106504,171812,136634,118281
18031,18031,Decatur,IN,7439680,8142085,7310123,5446072,6795956,8368009,7565970,1743907,1516269,1297375,994464,1077091,1258707,1376880
18033,18033,DeKalb,IN,4439158,3519907,3068497,4799834,4959058,5557044,4462036,1042712,657278,544844,877538,786455,836391,826487
18035,18035,Delaware,IN,5128318,5929601,5319119,5015144,5709843,8123877,6939067,1217449,1114064,945294,922686,907564,1224447,1160278
18037,18037,Dubois,IN,6410670,8244702,5561030,4854050,5372707,6893643,6154765,1504345,1536304,987127,887283,851944,1037329,1145941
18039,18039,Elkhart,IN,6890203,7588186,5639439,6371983,5507469,6935426,5920310,1634472,1426792,1002907,1175571,878043,1048307,959569
18041,18041,Fayette,IN,3386701,2877184,2661600,2402643,2793124,2731410,2985112,795743,537109,472537,439515,442974,411158,520267
18043,18043,Floyd,IN,477986,398172,320213,1053346,481906,494422,532606,121364,80828,57762,197554,78487,76500,90724
18045,18045,Fountain,IN,5935889,6826815,7031172,5756049,5130147,8683853,7247561,1391220,1271097,1247812,1050636,813012,1306023,1200381
18047,18047,Franklin,IN,3854275,3370428,2830368,2286665,3131639,3883168,3388565,903992,628140,502403,418015,496505,584256,596146
18049,18049,Fulton,IN,4961268,6879224,5828185,6631301,7169497,10098157,9184348,1163090,1280949,1034361,1210440,1136170,1518764,1548586
18051,18051,Gibson,IN,8878023,11587446,9076673,7496784,11352298,12385055,9531734,2081458,2157743,1610906,1368867,1799071,1862861,1593431
18053,18053,Grant,IN,6177856,7224824,5847294,6083819,6593170,7649054,6357486,1455317,1349959,1038349,1113794,1046042,1151610,1127898
18055,18055,Greene,IN,4299944,5738102,4185244,2546116,4921882,4979418,5265656,1009255,1069337,742916,465784,780286,749252,830087
18057,18057,Hamilton,IN,4765283,6528604,4880293,4443757,4909700,5876433,5307581,1128108,1225598,867995,826670,785873,892847,829697
18059,18059,Hancock,IN,4722192,5492383,4998933,4849463,6251818,7627138,6193855,1110497,1025371,887586,887924,992016,1148497,1022947
18061,18061,Harrison,IN,3042158,3089125,2638018,2494163,3224500,3288531,3515721,714739,576455,468367,456469,511501,495141,712408
18063,18063,Hendricks,IN,4947008,6552938,5477107,5611939,6592410,9803207,5370436,1166905,1225524,972924,1031077,1048027,1478021,899435
18065,18065,Henry,IN,5702892,7658058,6098276,5112427,5814502,7363937,6309982,1340358,1428189,1082586,934977,922114,1108242,1106050
18067,18067,Howard,IN,6182491,5653695,5400419,4589281,6137022,6665582,5367588,1458611,1059160,959287,842638,974372,1004292,928877
18069,18069,Huntington,IN,4784878,5606495,5574642,5883193,6563471,7953763,6496915,1123662,1045401,989543,1074966,1040520,1196648,1176569
18071,18071,Jackson,IN,4831747,5782870,5430934,4881256,5342544,6091664,6306978,1134608,1078236,964048,892241,847127,916722,1086652
18073,18073,Jasper,IN,9246550,10899389,9795446,9660945,12806949,13448342,11309453,2166849,2029254,1738416,1763479,2029503,2022729,1845847
18075,18075,Jay,IN,4342999,5153349,4481670,5175834,5808288,6022343,6263503,1018653,960012,795434,945001,920533,905894,1114567
18077,18077,Jefferson,IN,2062787,2912885,2596590,1701360,2432159,2813686,2136881,485683,543814,461020,311813,385889,423648,382838
18079,18079,Jennings,IN,2739800,3384011,3181972,4726001,3801694,4699557,3606647,643459,630985,564845,863295,602776,707125,668825
18081,18081,Johnson,IN,3894692,5088472,3990326,4396792,4132546,5998490,5546953,923042,955054,709375,810621,658459,905935,934925
18083,18083,Knox,IN,10199837,13629120,11371909,11139665,15192153,17867901,14576651,2391879,2538212,2018274,2033694,2407514,2687403,2539613
18085,18085,Kosciusko,IN,7179626,8983124,6477330,6672445,7960065,10132926,9179497,1687539,1675898,1150063,1221003,1262650,1525197,1628589
18087,18087,LaGrange,IN,4335336,6456584,4577546,4856087,4599320,5775308,6348171,1017633,1203129,812562,887451,729330,869087,1099385
18089,18089,Lake,IN,4798766,4781331,4691263,4632183,5664181,6846867,4787241,1214737,950466,840464,890069,915185,1046774,817490
18091,18091,LaPorte,IN,6947021,9528946,8521868,6803556,9046528,11542773,9937472,1638910,1781316,1513319,1247243,1435656,1738036,1619060
18093,18093,Lawrence,IN,2385300,2283371,2480696,1562126,1843814,3320589,2444665,562529,427597,440586,287136,292963,500132,424039
18095,18095,Madison,IN,6995432,8005668,8039134,6818081,7500458,9268186,7928263,1655722,1501233,1428106,1252350,1191580,1396805,1384990
18097,18097,Marion,IN,2569998,3255622,2510785,2766031,2110785,2289294,2679646,773968,717816,460115,586935,366167,374909,449305
18099,18099,Marshall,IN,6434014,7071897,6459242,6637066,6798762,10814507,7318580,1510427,1318512,1146574,1212843,1077986,1627014,1287697
18101,18101,Martin,IN,1269616,1361419,1459096,1225166,2009225,1953675,1833743,298018,253775,258981,223825,318452,293900,354470
18103,18103,Miami,IN,6227451,7627536,6835243,5935312,6196089,7540551,6367877,1461788,1421579,1213208,1084404,982324,1134507,1160685
18105,18105,Monroe,IN,874163,924891,1057893,834686,1003953,1086277,804137,218264,181778,189083,160224,162486,166935,140972
18107,18107,Montgomery,IN,8872291,9984279,8051671,7500224,10630848,13080406,10646651,2080337,1859714,1429066,1369774,1684875,1967517,1882192
18109,18109,Morgan,IN,3407888,4636584,3360821,3083516,3433601,5550172,4208203,803774,866853,596997,566198,545435,836008,734110
18111,18111,Newton,IN,6974290,7093202,6672405,6101701,6840837,9818920,7250405,1633879,1320405,1184120,1113523,1083979,1476649,1235499
18113,18113,Noble,IN,3983579,4999679,4737416,5035468,4491100,6593611,6490997,936255,932709,841035,920824,712418,992351,1155092
18115,18115,Ohio,IN,382615,350558,282091,146605,145794,387201,394436,90035,65521,50098,26982,23196,58319,72929
18117,18117,Orange,IN,2235199,2014667,1750946,1386519,2331313,2552013,3082482,524790,375784,310835,253651,369640,384024,590060
18119,18119,Owen,IN,1892927,2808529,1746417,1488010,1548056,2496320,2640904,444451,523503,310051,272324,245592,375686,453768
18121,18121,Parke,IN,4186479,5741739,5776052,3920679,5179542,5827269,6202956,981310,1069045,1025075,715796,820829,876470,1039229
18123,18123,Perry,IN,1319023,1205611,1341348,978405,1359483,1336974,1504865,310369,225296,238155,179189,215669,201320,275736
18125,18125,Pike,IN,3227468,3714403,3020180,1957499,2903372,3412085,2682592,756609,691689,536015,357526,460157,513241,467043
18127,18127,Porter,IN,5029203,4893203,4359380,4282599,4286892,6427528,4979096,1194404,922615,775310,791588,683552,970907,805319
18129,18129,Posey,IN,7002701,10249391,8177047,7586490,9711941,11524342,8064460,1641806,1908462,1451229,1384989,1539068,1733302,1418046
18131,18131,Pulaski,IN,6945142,8990878,7821241,7265799,9284071,11172518,10424872,1626970,1673431,1387973,1325837,1471043,1680171,1775513
18133,18133,Putnam,IN,5070838,6024495,5334136,5155903,5504523,7103065,6102965,1189778,1122699,946812,942074,872725,1068704,1001490
18135,18135,Randolph,IN,7013635,8803884,6818229,8242230,8077784,10861001,9338796,1644499,1639538,1210104,1504578,1280161,1633551,1576845
18137,18137,Ripley,IN,4267573,5318546,4044373,3647286,4923051,6451929,5094780,1001173,990926,717867,666417,780405,970615,888700
18139,18139,Rush,IN,8069223,10579607,7950254,7073574,8197968,8734880,8906205,1890678,1969364,1410909,1290977,1299049,1313694,1557060
18141,18141,St. Joseph,IN,5514688,6374987,5712783,4790302,7211011,8700945,5811843,1330556,1213067,1017454,895016,1150634,1316291,940164
18143,18143,Scott,IN,1291313,1504993,1468303,1105196,2295585,2283015,2363447,304466,281434,260748,202766,364158,343743,402233
18145,18145,Shelby,IN,6715799,8905974,6787312,4937042,6416785,9209166,8045230,1576311,1659682,1204783,902680,1017425,1385581,1329255
18147,18147,Spencer,IN,4565367,5608313,5322204,3580646,4880634,6150126,5474704,1070471,1044493,944572,653934,773550,925095,1004506
18149,18149,Starke,IN,4357657,4598562,3963805,3825121,5529923,6023527,5457435,1022218,856918,703566,698765,876488,906130,859812
18151,18151,Steuben,IN,2744905,3483369,2077122,2429365,2288852,2948738,3690591,645155,649882,368854,444741,363250,444012,628714
18153,18153,Sullivan,IN,6387397,6712147,6815684,4801125,7483563,8287134,6454498,1497000,1249804,1209599,876611,1185928,1246431,1055691
18155,18155,Switzerland,IN,742589,1293006,763096,598209,822293,1036706,888171,174403,240953,135467,109469,130424,156035,152515
18157,18157,Tippecanoe,IN,7130145,8759322,7862026,7168853,8045227,10020544,8804112,1685933,1641437,1396796,1317660,1278933,1511347,1502470
18159,18159,Tipton,IN,5593688,6344377,5636320,4279017,6032639,7160018,6719082,1311069,1181331,1000295,781226,956003,1076888,1224187
18161,18161,Union,IN,2665463,3038710,2428723,2647372,2669501,3268965,3137636,624607,565739,431029,483184,423034,491655,543262
18163,18163,Vanderburgh,IN,3289873,3564289,2957447,2348454,3319019,3934492,3164766,799738,682603,527409,443150,531764,597490,568341
18165,18165,Vermillion,IN,2912069,3061231,3313524,2407063,4026385,4335089,4023420,683316,570504,588115,439760,638160,652111,662193
18167,18167,Vigo,IN,3401601,4465506,3395509,2691869,5000131,4559918,3838760,810651,840078,603732,497620,794761,688228,653702
18169,18169,Wabash,IN,5613262,7298290,5206394,4657797,6615187,7382179,7113315,1317549,1360038,924162,851173,1048604,1110584,1288059
18171,18171,Warren,IN,5147111,6376599,4882417,4522107,6263022,6911655,6697670,1205636,1186764,866437,825155,992346,1039398,1242325
18173,18173,Warrick,IN,2864018,3865446,4410813,2863161,3996130,4069588,3769027,675156,722344,783163,525035,634286,613156,647820
18175,18175,Washington,IN,4349283,4151013,3158165,3482914,5197561,5746304,5637083,1020135,773574,560602,636409,823874,864479,967021
18177,18177,Wayne,IN,5374891,5597233,4735816,6367647,5457708,6201640,5202322,1266982,1046928,841094,1165460,866146,933947,915312
18179,18179,Wells,IN,6158054,6851288,6360710,6724913,7701669,9520100,9177232,1444091,1276270,1128927,1227912,1220634,1431982,1582971
18181,18181,White,IN,9312489,11387642,9041388,9225118,13129474,15919649,12511006,2182162,2119996,1604578,1683734,2080453,2394180,2183706
18183,18183,Whitley,IN,4462372,4686921,4145600,5010906,4199126,5960359,5633507,1047300,873779,735884,915499,665857,896843,953399
19001,19001,Adair,IA,7030458,7249146,6997058,6466868,7291498,8370029,9057645,1029851,1001509,986692,962628,982452,1186682,1456667
19003,19003,Adams,IA,3804412,4126910,3906105,3258535,3938901,4126120,5353917,557341,570024,550673,485036,530648,584951,794076
19005,19005,Allamakee,IA,5079690,5751767,4653370,5030344,5564818,7666754,7123176,745939,796943,659116,751739,751550,1089171,1067877
19007,19007,Appanoose,IA,2803118,3594537,2544957,3443428,3192472,3335082,2726514,413205,499748,362462,516002,432215,475643,417617
19009,19009,Audubon,IA,6833742,7466698,7956774,4689536,7488146,10011572,9262910,1000960,1031218,1121385,698318,1008641,1418733,1507643
19011,19011,Benton,IA,12945159,13764020,14055441,11372036,15693424,18212930,16464506,1898541,1904744,1986021,1698730,2117526,2586418,2662449
19013,19013,Black Hawk,IA,8988228,11979968,10043098,8765990,11682866,15189678,13186006,1367544,1723525,1490498,1385635,1621455,2221115,2066697
19015,19015,Boone,IA,8773516,9373596,10065230,11029639,14337591,15230394,13493283,1289802,1301133,1425971,1648619,1935649,2164879,2166250
19017,19017,Bremer,IA,7894451,9650097,8325111,7641411,11462480,14889517,12073213,1160894,1338903,1180530,1144740,1548536,2116549,1825172
19019,19019,Buchanan,IA,11820525,13070964,11185905,8588123,16997952,19366111,15248242,1733964,1808935,1581292,1283314,2291959,2748211,2320796
19021,19021,Buena Vista,IA,8920615,11001989,10902579,9850142,14238876,15103280,14465837,1309611,1523401,1541103,1470404,1920318,2144539,2256355
19023,19023,Butler,IA,9846199,9347627,10839318,9051181,14136167,15828762,14862352,1443697,1293438,1530043,1349229,1905164,2245115,2406468
